member_id,Discount(%off),Frequency,Monetary($),D_z-score,F_z-score,M_z-score,ValueScore,Rank_ValueScore,VS_Level
17978652,48.58%,7,"5,070",0.9,2.46,-0.03,3.54,649.0,Valuable Customer
7049443,7.83%,3,"106,000",-0.85,0.62,2.65,3.53,653.0,Valuable Customer
2413813,70.82%,4,"9,091",1.86,1.08,0.08,3.53,653.0,Valuable Customer
14476558,70.62%,4,"9,460",1.85,1.08,0.09,3.53,653.0,Valuable Customer
12789094,54.55%,6,"7,966",1.16,2.0,0.05,3.53,653.0,Valuable Customer
15348821,5.48%,6,"74,179",-0.95,2.0,1.81,3.53,653.0,Valuable Customer
2512805,36.32%,2,"78,899",0.37,0.16,1.93,3.52,658.0,Valuable Customer
17767317,58.05%,6,"3,135",1.31,2.0,-0.08,3.52,658.0,Valuable Customer
15774638,85.65%,3,297,2.5,0.62,-0.15,3.52,658.0,Valuable Customer
8725016,39.36%,7,"16,801",0.51,2.46,0.28,3.52,658.0,Valuable Customer
9001036,34.76%,7,"23,109",0.31,2.46,0.45,3.52,658.0,Valuable Customer
14282263,0.00%,5,"93,090",-1.19,1.54,2.31,3.52,658.0,Valuable Customer
778085,55.45%,6,"6,659",1.2,2.0,0.01,3.52,658.0,Valuable Customer
1220445,15.49%,10,"14,496",-0.52,3.84,0.22,3.52,658.0,Valuable Customer
12803475,66.79%,5,"2,816",1.69,1.54,-0.09,3.52,658.0,Valuable Customer
10624939,47.49%,7,"5,639",0.86,2.46,-0.01,3.52,658.0,Valuable Customer
16137037,33.41%,9,"1,439",0.25,3.38,-0.12,3.51,668.0,Valuable Customer
10525280,41.38%,8,"2,292",0.59,2.92,-0.1,3.51,668.0,Valuable Customer
9709460,48.33%,7,"4,340",0.89,2.46,-0.05,3.5,670.0,Valuable Customer
5371563,30.11%,9,"5,460",0.11,3.38,-0.02,3.49,671.0,Valuable Customer
6671073,0.00%,7,"69,300",-1.19,2.46,1.68,3.49,671.0,Valuable Customer
9710259,77.60%,2,"22,363",2.15,0.16,0.43,3.49,671.0,Valuable Customer
6304171,92.93%,2,"1,460",2.81,0.16,-0.12,3.49,671.0,Valuable Customer
17679788,28.59%,1,"99,900",0.04,-0.3,2.49,3.49,671.0,Valuable Customer
17385064,0.00%,7,"69,300",-1.19,2.46,1.68,3.49,671.0,Valuable Customer
8455646,53.01%,6,"9,218",1.09,2.0,0.08,3.48,677.0,Valuable Customer
11985253,74.53%,4,"3,036",2.02,1.08,-0.08,3.48,677.0,Valuable Customer
1168177,57.42%,6,"3,272",1.28,2.0,-0.08,3.48,677.0,Valuable Customer
14803320,61.32%,3,"32,400",1.45,0.62,0.7,3.48,677.0,Valuable Customer
1554702,31.18%,9,"4,019",0.15,3.38,-0.06,3.48,677.0,Valuable Customer
14776134,39.60%,8,"3,749",0.52,2.92,-0.06,3.48,677.0,Valuable Customer
15199913,54.93%,6,"6,201",1.18,2.0,0.0,3.47,683.0,Valuable Customer
467662,45.31%,7,"7,469",0.76,2.46,0.04,3.47,683.0,Valuable Customer
14028983,56.64%,6,"3,759",1.25,2.0,-0.06,3.47,683.0,Valuable Customer
17917243,65.53%,5,"3,475",1.63,1.54,-0.07,3.47,683.0,Valuable Customer
15080215,46.68%,7,"5,833",0.82,2.46,-0.01,3.47,683.0,Valuable Customer
9632456,84.45%,3,597,2.45,0.62,-0.15,3.46,688.0,Valuable Customer
996466,5.80%,1,"129,999",-0.94,-0.3,3.29,3.46,688.0,Valuable Customer
8256511,69.39%,3,"20,940",1.8,0.62,0.39,3.46,688.0,Valuable Customer
4466916,65.43%,4,"14,533",1.63,1.08,0.22,3.45,691.0,Valuable Customer
647150,14.28%,11,"2,989",-0.58,4.3,-0.08,3.45,691.0,Valuable Customer
10066656,36.01%,7,"19,735",0.36,2.46,0.36,3.45,691.0,Valuable Customer
15586859,69.35%,4,"9,320",1.8,1.08,0.08,3.45,691.0,Valuable Customer
7369631,78.47%,3,"8,374",2.19,0.62,0.06,3.45,691.0,Valuable Customer
12693662,27.20%,9,"8,430",-0.02,3.38,0.06,3.44,696.0,Valuable Customer
10856813,40.13%,2,"71,600",0.54,0.16,1.74,3.44,696.0,Valuable Customer
9116387,64.15%,5,"4,531",1.57,1.54,-0.04,3.44,696.0,Valuable Customer
9784596,34.22%,7,"22,064",0.28,2.46,0.42,3.44,696.0,Valuable Customer
17547557,71.75%,3,"16,950",1.9,0.62,0.29,3.43,700.0,Valuable Customer
484648,27.62%,8,"18,804",-0.0,2.92,0.34,3.43,700.0,Valuable Customer
691488,53.51%,3,"41,700",1.12,0.62,0.94,3.43,700.0,Valuable Customer
1372412,44.14%,7,"8,000",0.71,2.46,0.05,3.42,703.0,Valuable Customer
9236286,68.56%,4,"9,460",1.76,1.08,0.09,3.42,703.0,Valuable Customer
7155988,61.46%,5,"7,605",1.46,1.54,0.04,3.42,703.0,Valuable Customer
14665162,54.17%,6,"5,994",1.14,2.0,-0.0,3.42,703.0,Valuable Customer
11240697,92.50%,2,24,2.8,0.16,-0.16,3.42,703.0,Valuable Customer
17220677,25.42%,9,"10,364",-0.1,3.38,0.11,3.42,703.0,Valuable Customer
14563287,34.31%,8,"9,610",0.29,2.92,0.09,3.42,703.0,Valuable Customer
9610323,64.70%,3,"25,977",1.6,0.62,0.53,3.42,703.0,Valuable Customer
14105846,92.50%,2,24,2.8,0.16,-0.16,3.42,703.0,Valuable Customer
7165777,13.21%,10,"14,987",-0.62,3.84,0.23,3.41,712.0,Valuable Customer
9232674,92.05%,2,636,2.78,0.16,-0.15,3.41,712.0,Valuable Customer
9404609,52.03%,6,"8,492",1.05,2.0,0.06,3.4,714.0,Valuable Customer
17736158,31.43%,5,"47,995",0.16,1.54,1.11,3.4,714.0,Valuable Customer
10176080,53.81%,6,"5,635",1.13,2.0,-0.01,3.4,714.0,Valuable Customer
1906540,47.20%,7,"3,643",0.84,2.46,-0.07,3.4,714.0,Valuable Customer
484479,47.35%,7,"2,832",0.85,2.46,-0.09,3.39,718.0,Valuable Customer
17938473,69.71%,4,"7,258",1.81,1.08,0.03,3.39,718.0,Valuable Customer
703602,21.07%,9,"14,779",-0.28,3.38,0.23,3.38,720.0,Valuable Customer
3224777,71.08%,2,"28,418",1.87,0.16,0.59,3.38,720.0,Valuable Customer
439527,52.32%,6,"7,722",1.06,2.0,0.04,3.38,720.0,Valuable Customer
2064137,65.12%,5,"1,470",1.62,1.54,-0.12,3.38,720.0,Valuable Customer
16620876,76.34%,3,"9,371",2.1,0.62,0.09,3.38,720.0,Valuable Customer
15697024,81.12%,3,"2,598",2.31,0.62,-0.09,3.37,725.0,Valuable Customer
10044002,29.35%,8,"15,176",0.07,2.92,0.24,3.37,725.0,Valuable Customer
11929327,27.44%,9,"6,088",-0.01,3.38,-0.0,3.37,725.0,Valuable Customer
6698861,90.62%,2,"1,397",2.72,0.16,-0.13,3.37,725.0,Valuable Customer
6724461,80.18%,3,"3,973",2.27,0.62,-0.06,3.37,725.0,Valuable Customer
18055458,55.08%,6,"3,450",1.18,2.0,-0.07,3.37,725.0,Valuable Customer
17027103,62.10%,5,"4,881",1.49,1.54,-0.03,3.36,731.0,Valuable Customer
12498511,90.10%,2,"1,980",2.69,0.16,-0.11,3.36,731.0,Valuable Customer
7900955,54.86%,3,"38,359",1.17,0.62,0.85,3.36,731.0,Valuable Customer
4684096,88.55%,2,"3,984",2.63,0.16,-0.06,3.36,731.0,Valuable Customer
12173083,54.10%,6,"4,737",1.14,2.0,-0.04,3.36,731.0,Valuable Customer
17994532,55.88%,6,"2,114",1.22,2.0,-0.11,3.36,731.0,Valuable Customer
8360946,90.90%,2,828,2.73,0.16,-0.14,3.36,731.0,Valuable Customer
1233507,82.17%,2,"12,698",2.35,0.16,0.17,3.35,738.0,Valuable Customer
621793,46.90%,7,"2,264",0.83,2.46,-0.1,3.35,738.0,Valuable Customer
17434548,40.28%,3,"57,333",0.55,0.62,1.36,3.35,738.0,Valuable Customer
6139198,57.47%,4,"22,839",1.29,1.08,0.44,3.35,738.0,Valuable Customer
1504910,99.50%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
18015876,99.50%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
9116977,99.50%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
6838362,99.50%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
18015673,99.50%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
12151554,99.50%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
7263289,47.50%,6,"13,036",0.86,2.0,0.18,3.34,742.0,Valuable Customer
9755334,99.50%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
16522533,99.52%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
8497494,26.10%,9,"7,194",-0.07,3.38,0.03,3.34,742.0,Valuable Customer
7686368,99.50%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
17097604,99.50%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
9159522,99.52%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
14010876,73.06%,4,"1,056",1.96,1.08,-0.13,3.34,742.0,Valuable Customer
12642419,99.50%,1,12,3.1,-0.3,-0.16,3.34,742.0,Valuable Customer
7351701,35.27%,6,"28,994",0.33,2.0,0.61,3.33,757.0,Valuable Customer
10127866,0.56%,5,"88,028",-1.17,1.54,2.17,3.33,757.0,Valuable Customer
16470718,66.54%,3,"21,079",1.68,0.62,0.4,3.32,759.0,Valuable Customer
9219551,99.25%,1,12,3.09,-0.3,-0.16,3.32,759.0,Valuable Customer
18028559,99.25%,1,12,3.09,-0.3,-0.16,3.32,759.0,Valuable Customer
10694661,49.32%,6,"9,837",0.94,2.0,0.1,3.32,759.0,Valuable Customer
14710575,99.25%,1,12,3.09,-0.3,-0.16,3.32,759.0,Valuable Customer
11680776,55.34%,6,"1,956",1.19,2.0,-0.11,3.32,759.0,Valuable Customer
7020482,67.83%,4,"7,966",1.73,1.08,0.05,3.32,759.0,Valuable Customer
844811,80.24%,3,"2,597",2.27,0.62,-0.09,3.32,759.0,Valuable Customer
15901299,35.03%,8,"6,244",0.32,2.92,0.0,3.32,759.0,Valuable Customer
11145385,0.00%,11,"18,520",-1.19,4.3,0.33,3.31,768.0,Valuable Customer
1132718,0.00%,7,"65,097",-1.19,2.46,1.56,3.31,768.0,Valuable Customer
10091163,89.98%,2,998,2.69,0.16,-0.14,3.31,768.0,Valuable Customer
3583412,68.88%,3,"17,979",1.78,0.62,0.31,3.31,768.0,Valuable Customer
6712852,45.84%,7,"2,545",0.79,2.46,-0.1,3.3,772.0,Valuable Customer
3568722,71.60%,4,"2,345",1.9,1.08,-0.1,3.3,772.0,Valuable Customer
11040233,19.40%,2,"95,902",-0.35,0.16,2.38,3.29,774.0,Valuable Customer
9621309,0.00%,8,"52,792",-1.19,2.92,1.24,3.29,774.0,Valuable Customer
17280584,71.58%,3,"13,566",1.89,0.62,0.2,3.28,776.0,Valuable Customer
17974015,86.37%,2,"4,960",2.53,0.16,-0.03,3.28,776.0,Valuable Customer
17805265,65.83%,3,"21,386",1.65,0.62,0.4,3.28,776.0,Valuable Customer
10849006,0.00%,10,"29,148",-1.19,3.84,0.61,3.27,779.0,Valuable Customer
6606920,67.77%,4,"7,020",1.73,1.08,0.02,3.27,779.0,Valuable Customer
11694269,72.21%,4,896,1.92,1.08,-0.14,3.27,779.0,Valuable Customer
13150139,68.11%,4,"6,613",1.74,1.08,0.01,3.27,779.0,Valuable Customer
6779112,31.11%,8,"9,877",0.15,2.92,0.1,3.26,783.0,Valuable Customer
17711157,36.19%,8,"2,958",0.37,2.92,-0.08,3.26,783.0,Valuable Customer
17981176,79.69%,3,"1,950",2.24,0.62,-0.11,3.26,783.0,Valuable Customer
17993053,37.12%,7,"13,160",0.41,2.46,0.19,3.26,783.0,Valuable Customer
2196505,50.59%,6,"6,492",0.99,2.0,0.01,3.25,787.0,Valuable Customer
14140387,80.34%,3,991,2.27,0.62,-0.14,3.25,787.0,Valuable Customer
10490275,59.84%,2,"39,998",1.39,0.16,0.9,3.25,787.0,Valuable Customer
16362238,40.67%,7,"8,306",0.56,2.46,0.06,3.25,787.0,Valuable Customer
985195,71.02%,4,"1,836",1.87,1.08,-0.11,3.25,787.0,Valuable Customer
16356289,74.42%,3,"8,733",2.02,0.62,0.07,3.25,787.0,Valuable Customer
7988581,78.37%,3,"3,504",2.19,0.62,-0.07,3.25,787.0,Valuable Customer
5210662,55.81%,3,"33,886",1.21,0.62,0.74,3.24,794.0,Valuable Customer
7009968,0.00%,9,"40,198",-1.19,3.38,0.9,3.24,794.0,Valuable Customer
9884444,79.80%,3,"1,200",2.25,0.62,-0.13,3.24,794.0,Valuable Customer
8047934,37.12%,8,"1,135",0.41,2.92,-0.13,3.24,794.0,Valuable Customer
16829832,43.67%,6,"15,480",0.69,2.0,0.25,3.24,794.0,Valuable Customer
6733456,82.49%,2,"9,579",2.36,0.16,0.09,3.24,794.0,Valuable Customer
18116027,86.88%,2,"3,360",2.55,0.16,-0.07,3.24,794.0,Valuable Customer
7972940,68.35%,4,"5,064",1.76,1.08,-0.03,3.24,794.0,Valuable Customer
15834731,35.99%,7,"14,241",0.36,2.46,0.22,3.24,794.0,Valuable Customer
12797740,7.50%,2,"111,000",-0.87,0.16,2.78,3.24,794.0,Valuable Customer
7275030,50.08%,6,"6,737",0.97,2.0,0.02,3.24,794.0,Valuable Customer
12801561,16.57%,9,"17,348",-0.48,3.38,0.3,3.23,805.0,Valuable Customer
12389807,61.70%,5,"2,386",1.47,1.54,-0.1,3.23,805.0,Valuable Customer
894938,88.15%,2,"1,176",2.61,0.16,-0.13,3.23,805.0,Valuable Customer
950452,28.24%,2,"82,379",0.03,0.16,2.02,3.23,805.0,Valuable Customer
6909412,0.00%,12,"5,340",-1.19,4.75,-0.02,3.23,805.0,Valuable Customer
7806274,77.89%,2,"14,798",2.17,0.16,0.23,3.22,810.0,Valuable Customer
11029678,11.19%,5,"70,600",-0.71,1.54,1.71,3.22,810.0,Valuable Customer
5546896,61.84%,3,"25,450",1.47,0.62,0.51,3.22,810.0,Valuable Customer
4296525,70.38%,4,"2,159",1.84,1.08,-0.11,3.22,810.0,Valuable Customer
13751690,81.00%,2,"10,488",2.3,0.16,0.12,3.22,810.0,Valuable Customer
12077885,77.75%,3,"3,310",2.16,0.62,-0.07,3.22,810.0,Valuable Customer
17800345,74.69%,2,"19,089",2.03,0.16,0.34,3.21,816.0,Valuable Customer
1514792,23.93%,6,"41,254",-0.16,2.0,0.93,3.2,817.0,Valuable Customer
120119,52.30%,6,"3,147",1.06,2.0,-0.08,3.2,817.0,Valuable Customer
17755584,70.31%,4,"1,698",1.84,1.08,-0.12,3.2,817.0,Valuable Customer
17765121,20.60%,9,"11,171",-0.3,3.38,0.13,3.2,817.0,Valuable Customer
7187564,77.99%,3,"2,805",2.17,0.62,-0.09,3.2,817.0,Valuable Customer
566489,86.50%,2,"2,591",2.54,0.16,-0.09,3.2,817.0,Valuable Customer
16537664,69.17%,4,"3,255",1.79,1.08,-0.08,3.2,817.0,Valuable Customer
10489452,52.93%,6,"1,974",1.09,2.0,-0.11,3.2,817.0,Valuable Customer
8383549,7.71%,11,"5,324",-0.86,4.3,-0.02,3.2,817.0,Valuable Customer
1205097,76.76%,3,"4,117",2.12,0.62,-0.05,3.2,817.0,Valuable Customer
6916055,59.61%,4,"15,996",1.38,1.08,0.26,3.2,817.0,Valuable Customer
6924645,0.00%,3,"108,221",-1.19,0.62,2.71,3.2,817.0,Valuable Customer
2659865,12.90%,5,"67,500",-0.63,1.54,1.63,3.2,817.0,Valuable Customer
7082528,27.85%,8,"12,640",0.01,2.92,0.17,3.19,830.0,Valuable Customer
5042731,85.84%,2,"3,624",2.51,0.16,-0.07,3.19,830.0,Valuable Customer
10452946,73.33%,3,"8,640",1.97,0.62,0.07,3.19,830.0,Valuable Customer
10364222,69.68%,4,"2,280",1.81,1.08,-0.1,3.19,830.0,Valuable Customer
10840262,78.80%,3,"1,060",2.21,0.62,-0.13,3.19,830.0,Valuable Customer
15655372,5.39%,5,"77,893",-0.96,1.54,1.9,3.19,830.0,Valuable Customer
2670301,34.29%,8,"3,312",0.29,2.92,-0.07,3.18,836.0,Valuable Customer
14985313,72.18%,2,"21,558",1.92,0.16,0.41,3.18,836.0,Valuable Customer
9836544,66.67%,4,"6,320",1.68,1.08,0.0,3.18,836.0,Valuable Customer
4780496,61.00%,2,"36,660",1.44,0.16,0.81,3.18,836.0,Valuable Customer
17773447,83.29%,2,"6,599",2.4,0.16,0.01,3.18,836.0,Valuable Customer
7650810,58.84%,5,"5,024",1.35,1.54,-0.03,3.18,836.0,Valuable Customer
17826440,66.67%,4,"6,320",1.68,1.08,0.0,3.18,836.0,Valuable Customer
16860597,60.24%,5,"3,248",1.41,1.54,-0.08,3.18,836.0,Valuable Customer
499780,0.00%,10,"26,820",-1.19,3.84,0.55,3.18,836.0,Valuable Customer
5943497,17.61%,10,"2,555",-0.43,3.84,-0.09,3.17,845.0,Valuable Customer
10967335,64.95%,3,"19,760",1.61,0.62,0.36,3.17,845.0,Valuable Customer
7307698,0.00%,5,"84,440",-1.19,1.54,2.08,3.17,845.0,Valuable Customer
14210064,86.41%,2,"2,397",2.53,0.16,-0.1,3.17,845.0,Valuable Customer
16160635,23.04%,7,"30,376",-0.2,2.46,0.64,3.17,845.0,Valuable Customer
12657433,88.00%,2,24,2.6,0.16,-0.16,3.17,845.0,Valuable Customer
11327508,88.00%,2,24,2.6,0.16,-0.16,3.17,845.0,Valuable Customer
7636723,88.00%,2,24,2.6,0.16,-0.16,3.17,845.0,Valuable Customer
18036850,88.00%,2,24,2.6,0.16,-0.16,3.17,845.0,Valuable Customer
12504599,70.71%,4,232,1.86,1.08,-0.16,3.16,854.0,Valuable Customer
17002639,2.63%,4,"92,400",-1.08,1.08,2.29,3.16,854.0,Valuable Customer
8550730,87.58%,2,596,2.58,0.16,-0.15,3.16,854.0,Valuable Customer
17954117,13.42%,6,"54,511",-0.61,2.0,1.28,3.16,854.0,Valuable Customer
8775830,68.80%,4,"2,896",1.77,1.08,-0.09,3.16,854.0,Valuable Customer
988325,86.62%,2,"1,598",2.54,0.16,-0.12,3.16,854.0,Valuable Customer
9053338,49.88%,6,"4,947",0.96,2.0,-0.03,3.16,854.0,Valuable Customer
9195568,23.42%,5,"52,610",-0.18,1.54,1.23,3.16,854.0,Valuable Customer
17596000,14.12%,10,"7,300",-0.58,3.84,0.03,3.16,854.0,Valuable Customer
783400,82.08%,2,"7,793",2.35,0.16,0.04,3.16,854.0,Valuable Customer
12512171,61.05%,5,"1,468",1.44,1.54,-0.12,3.16,854.0,Valuable Customer
17971683,70.00%,4,696,1.83,1.08,-0.14,3.16,854.0,Valuable Customer
7023499,78.83%,3,497,2.21,0.62,-0.15,3.16,854.0,Valuable Customer
17196245,60.00%,5,"2,800",1.4,1.54,-0.09,3.16,854.0,Valuable Customer
3527079,87.36%,2,536,2.57,0.16,-0.15,3.15,868.0,Valuable Customer
17483468,4.61%,8,"43,040",-0.99,2.92,0.98,3.15,868.0,Valuable Customer
7849252,47.67%,6,"8,148",0.86,2.0,0.05,3.15,868.0,Valuable Customer
17877973,66.67%,1,"39,998",1.68,-0.3,0.9,3.15,868.0,Valuable Customer
7211209,76.95%,3,"2,794",2.13,0.62,-0.09,3.15,868.0,Valuable Customer
17825915,66.67%,1,"39,998",1.68,-0.3,0.9,3.15,868.0,Valuable Customer
14879868,66.67%,1,"39,998",1.68,-0.3,0.9,3.15,868.0,Valuable Customer
17522776,25.97%,8,"14,107",-0.07,2.92,0.21,3.15,868.0,Valuable Customer
17195077,68.13%,3,"14,788",1.75,0.62,0.23,3.15,868.0,Valuable Customer
1639948,78.09%,3,"1,137",2.18,0.62,-0.13,3.15,868.0,Valuable Customer
12483543,34.11%,8,"3,073",0.28,2.92,-0.08,3.15,868.0,Valuable Customer
6595525,0.00%,6,"72,589",-1.19,2.0,1.76,3.15,868.0,Valuable Customer
15282980,47.01%,4,"31,576",0.84,1.08,0.67,3.14,880.0,Valuable Customer
6840356,33.36%,6,"26,980",0.25,2.0,0.55,3.14,880.0,Valuable Customer
10494196,68.99%,4,"2,084",1.78,1.08,-0.11,3.14,880.0,Valuable Customer
16455655,83.27%,2,"5,622",2.4,0.16,-0.01,3.14,880.0,Valuable Customer
4909065,50.39%,3,"38,400",0.98,0.62,0.86,3.14,880.0,Valuable Customer
9014265,59.40%,4,"14,814",1.37,1.08,0.23,3.14,880.0,Valuable Customer
10815901,59.52%,4,"14,873",1.37,1.08,0.23,3.14,880.0,Valuable Customer
5992990,60.88%,5,"1,125",1.43,1.54,-0.13,3.13,887.0,Valuable Customer
18102366,0.08%,1,"129,800",-1.19,-0.3,3.28,3.13,887.0,Valuable Customer
10146381,44.16%,6,"11,994",0.71,2.0,0.16,3.13,887.0,Valuable Customer
7065574,0.00%,10,"25,500",-1.19,3.84,0.51,3.12,890.0,Valuable Customer
4118917,60.94%,5,523,1.44,1.54,-0.15,3.12,890.0,Valuable Customer
6599891,60.17%,4,"13,458",1.4,1.08,0.19,3.12,890.0,Valuable Customer
7632918,15.00%,10,"4,930",-0.54,3.84,-0.03,3.12,890.0,Valuable Customer
18014324,26.69%,4,"58,352",-0.04,1.08,1.39,3.12,890.0,Valuable Customer
7570725,92.75%,1,"3,990",2.81,-0.3,-0.06,3.12,890.0,Valuable Customer
8956319,86.84%,2,362,2.55,0.16,-0.15,3.12,890.0,Valuable Customer
16720392,68.95%,4,"1,596",1.78,1.08,-0.12,3.12,890.0,Valuable Customer
13915960,68.52%,3,"13,267",1.76,0.62,0.19,3.11,898.0,Valuable Customer
15491587,37.51%,2,"66,800",0.43,0.16,1.61,3.11,898.0,Valuable Customer
15822990,67.73%,4,"2,556",1.73,1.08,-0.09,3.11,898.0,Valuable Customer
14900386,83.54%,2,"4,444",2.41,0.16,-0.04,3.11,898.0,Valuable Customer
17228325,82.17%,2,"6,349",2.35,0.16,0.01,3.11,898.0,Valuable Customer
6548437,68.87%,4,996,1.78,1.08,-0.14,3.1,903.0,Valuable Customer
487368,81.60%,2,"6,798",2.33,0.16,0.02,3.1,903.0,Valuable Customer
9892598,67.93%,4,"2,357",1.74,1.08,-0.1,3.1,903.0,Valuable Customer
10062382,68.97%,3,"12,574",1.78,0.62,0.17,3.1,903.0,Valuable Customer
14858110,0.00%,2,"117,500",-1.19,0.16,2.95,3.1,903.0,Valuable Customer
11795202,9.18%,11,989,-0.79,4.3,-0.14,3.1,903.0,Valuable Customer
17717678,1.19%,7,"58,000",-1.14,2.46,1.38,3.1,903.0,Valuable Customer
17036263,77.00%,3,"1,509",2.13,0.62,-0.12,3.1,903.0,Valuable Customer
5516424,47.68%,6,"6,585",0.86,2.0,0.01,3.09,911.0,Valuable Customer
9149976,0.00%,7,"59,185",-1.19,2.46,1.41,3.09,911.0,Valuable Customer
13009431,81.67%,2,"6,599",2.33,0.16,0.01,3.09,911.0,Valuable Customer
14098031,59.86%,5,"1,365",1.39,1.54,-0.13,3.08,914.0,Valuable Customer
11066337,8.44%,5,"70,960",-0.83,1.54,1.72,3.08,914.0,Valuable Customer
353682,56.67%,4,"17,160",1.25,1.08,0.29,3.08,914.0,Valuable Customer
3554525,71.11%,3,"9,318",1.87,0.62,0.08,3.08,914.0,Valuable Customer
17629029,8.96%,7,"46,752",-0.8,2.46,1.08,3.08,914.0,Valuable Customer
10693049,11.24%,2,"101,900",-0.71,0.16,2.54,3.08,914.0,Valuable Customer
1182752,37.81%,2,"65,800",0.44,0.16,1.58,3.08,914.0,Valuable Customer
15201803,94.14%,1,699,2.87,-0.3,-0.14,3.08,914.0,Valuable Customer
8805514,68.02%,4,"1,797",1.74,1.08,-0.12,3.08,914.0,Valuable Customer
1648701,25.72%,9,"1,077",-0.08,3.38,-0.13,3.08,914.0,Valuable Customer
7549465,65.39%,4,"5,009",1.63,1.08,-0.03,3.07,924.0,Valuable Customer
1347563,40.61%,5,"26,796",0.56,1.54,0.55,3.07,924.0,Valuable Customer
6923538,65.99%,4,"4,360",1.65,1.08,-0.05,3.07,924.0,Valuable Customer
197544,23.67%,7,"26,776",-0.17,2.46,0.55,3.07,924.0,Valuable Customer
16630321,78.92%,2,"9,892",2.21,0.16,0.1,3.07,924.0,Valuable Customer
718068,68.71%,3,"12,172",1.77,0.62,0.16,3.07,924.0,Valuable Customer
9557613,94.55%,1,12,2.88,-0.3,-0.16,3.06,930.0,Valuable Customer
4487899,74.29%,3,"4,075",2.01,0.62,-0.05,3.06,930.0,Valuable Customer
16551203,94.55%,1,12,2.88,-0.3,-0.16,3.06,930.0,Valuable Customer
9083164,0.00%,3,"104,940",-1.19,0.62,2.62,3.06,930.0,Valuable Customer
18017450,94.55%,1,12,2.88,-0.3,-0.16,3.06,930.0,Valuable Customer
16469807,94.55%,1,12,2.88,-0.3,-0.16,3.06,930.0,Valuable Customer
18017543,94.55%,1,12,2.88,-0.3,-0.16,3.06,930.0,Valuable Customer
14770104,22.34%,9,"4,870",-0.23,3.38,-0.03,3.05,937.0,Valuable Customer
10603283,55.33%,4,"18,084",1.19,1.08,0.32,3.05,937.0,Valuable Customer
6305174,74.76%,3,"3,317",2.03,0.62,-0.07,3.05,937.0,Valuable Customer
7019060,64.34%,4,"5,592",1.58,1.08,-0.01,3.04,940.0,Valuable Customer
17343173,69.24%,3,"10,572",1.79,0.62,0.12,3.04,940.0,Valuable Customer
231704,57.73%,5,"3,296",1.3,1.54,-0.08,3.04,940.0,Valuable Customer
11072576,66.60%,4,"2,869",1.68,1.08,-0.09,3.04,940.0,Valuable Customer
17606284,83.66%,2,"2,222",2.42,0.16,-0.1,3.04,940.0,Valuable Customer
5915350,66.13%,4,"3,196",1.66,1.08,-0.08,3.03,945.0,Valuable Customer
16648517,9.81%,4,"79,190",-0.77,1.08,1.94,3.03,945.0,Valuable Customer
16162612,31.11%,3,"61,795",0.15,0.62,1.48,3.03,945.0,Valuable Customer
12044957,56.19%,5,"4,950",1.23,1.54,-0.03,3.03,945.0,Valuable Customer
16379235,64.63%,4,"4,952",1.59,1.08,-0.03,3.02,949.0,Valuable Customer
3196565,41.32%,4,"36,333",0.59,1.08,0.8,3.02,949.0,Valuable Customer
12215937,76.95%,1,"22,565",2.13,-0.3,0.44,3.02,949.0,Valuable Customer
11880856,76.06%,3,711,2.09,0.62,-0.14,3.02,949.0,Valuable Customer
16802803,7.56%,6,"58,680",-0.86,2.0,1.39,3.01,953.0,Valuable Customer
8913866,58.02%,5,"2,099",1.31,1.54,-0.11,3.01,953.0,Valuable Customer
6208333,58.41%,4,"12,976",1.33,1.08,0.18,3.01,953.0,Valuable Customer
7996689,29.01%,8,"5,960",0.06,2.92,-0.0,3.0,956.0,Valuable Customer
16679187,83.35%,2,"1,998",2.4,0.16,-0.11,3.0,956.0,Valuable Customer
13465721,82.77%,2,"2,580",2.38,0.16,-0.09,3.0,956.0,Valuable Customer
7045506,26.24%,4,"56,214",-0.06,1.08,1.33,3.0,956.0,Valuable Customer
6563498,84.02%,2,"1,176",2.43,0.16,-0.13,3.0,956.0,Valuable Customer
6049378,47.51%,6,"4,371",0.86,2.0,-0.05,3.0,956.0,Valuable Customer
2946582,66.75%,4,"1,137",1.69,1.08,-0.13,3.0,956.0,Valuable Customer
11826,64.22%,4,"4,458",1.58,1.08,-0.04,3.0,956.0,Valuable Customer
11155556,62.64%,3,"18,647",1.51,0.62,0.33,3.0,956.0,Valuable Customer
1112875,73.86%,3,"3,333",1.99,0.62,-0.07,3.0,956.0,Valuable Customer
