member_id,Discount(%off),Frequency,Monetary($),D_z-score,F_z-score,M_z-score,ValueScore,Rank_ValueScore,VS_Level
5808102,34.09%,1,"2,630",0.28,-0.3,-0.09,-0.08,17059.0,Potential Customer
13019407,35.18%,1,"1,102",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
12025286,31.19%,1,"6,880",0.15,-0.3,0.02,-0.08,17059.0,Potential Customer
3042799,33.90%,1,"2,974",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
7424861,35.51%,1,890,0.34,-0.3,-0.14,-0.08,17059.0,Potential Customer
5880749,36.04%,1,568,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
10752815,36.03%,1,499,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
8081124,0.00%,5,"2,605",-1.19,1.54,-0.09,-0.08,17059.0,Potential Customer
13823979,36.14%,1,159,0.37,-0.3,-0.16,-0.08,17059.0,Potential Customer
1161778,35.55%,1,999,0.34,-0.3,-0.14,-0.08,17059.0,Potential Customer
8240844,18.66%,3,850,-0.39,0.62,-0.14,-0.08,17059.0,Potential Customer
8782350,35.35%,1,"1,280",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
13828095,34.67%,1,"2,280",0.3,-0.3,-0.1,-0.08,17059.0,Potential Customer
16172636,26.60%,2,"1,380",-0.04,0.16,-0.13,-0.08,17059.0,Potential Customer
445316,35.51%,1,890,0.34,-0.3,-0.14,-0.08,17059.0,Potential Customer
785508,36.14%,1,159,0.37,-0.3,-0.16,-0.08,17059.0,Potential Customer
5448039,35.24%,1,"1,088",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
778399,26.69%,2,"1,401",-0.04,0.16,-0.13,-0.08,17059.0,Potential Customer
14196958,34.72%,1,"1,880",0.31,-0.3,-0.11,-0.08,17059.0,Potential Customer
10345922,33.39%,1,"3,990",0.25,-0.3,-0.06,-0.08,17059.0,Potential Customer
186878,34.78%,1,"1,950",0.31,-0.3,-0.11,-0.08,17059.0,Potential Customer
8983643,36.03%,1,499,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
8246140,35.55%,1,999,0.34,-0.3,-0.14,-0.08,17059.0,Potential Customer
9449170,33.44%,1,"3,980",0.25,-0.3,-0.06,-0.08,17059.0,Potential Customer
12246346,33.34%,1,"3,999",0.25,-0.3,-0.06,-0.08,17059.0,Potential Customer
10755611,33.94%,1,"3,290",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
1117647,35.14%,1,"1,680",0.32,-0.3,-0.12,-0.08,17059.0,Potential Customer
777345,34.72%,1,"1,880",0.31,-0.3,-0.11,-0.08,17059.0,Potential Customer
125781,26.70%,2,"1,098",-0.04,0.16,-0.13,-0.08,17059.0,Potential Customer
5752977,34.94%,1,"1,750",0.32,-0.3,-0.12,-0.08,17059.0,Potential Customer
6896579,34.94%,1,"1,750",0.32,-0.3,-0.12,-0.08,17059.0,Potential Customer
12216276,7.46%,4,"4,218",-0.87,1.08,-0.05,-0.08,17059.0,Potential Customer
959479,35.18%,1,"1,290",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
14994932,32.34%,1,"5,264",0.2,-0.3,-0.02,-0.08,17059.0,Potential Customer
11136945,34.94%,1,"1,750",0.32,-0.3,-0.12,-0.08,17059.0,Potential Customer
10971527,32.23%,1,"5,278",0.2,-0.3,-0.02,-0.08,17059.0,Potential Customer
676577,35.35%,1,"1,280",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
17716955,33.44%,1,"3,980",0.25,-0.3,-0.06,-0.08,17059.0,Potential Customer
17484001,36.04%,1,568,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
7570097,36.04%,1,568,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
2400496,36.14%,1,159,0.37,-0.3,-0.16,-0.08,17059.0,Potential Customer
17758612,27.18%,2,"1,018",-0.02,0.16,-0.14,-0.08,17059.0,Potential Customer
16710277,34.82%,1,"1,949",0.31,-0.3,-0.11,-0.08,17059.0,Potential Customer
15555086,33.39%,1,"3,990",0.25,-0.3,-0.06,-0.08,17059.0,Potential Customer
16452607,35.18%,1,"1,290",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
10520656,34.82%,1,"1,949",0.31,-0.3,-0.11,-0.08,17059.0,Potential Customer
540472,33.94%,1,"3,290",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
8957994,36.00%,1,320,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
17036502,35.87%,1,640,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
8127125,35.50%,1,774,0.34,-0.3,-0.14,-0.08,17059.0,Potential Customer
17596562,36.07%,1,390,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
5568190,33.94%,1,"3,290",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
12908537,35.35%,1,"1,280",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
7236393,35.51%,1,890,0.34,-0.3,-0.14,-0.08,17059.0,Potential Customer
6527307,34.94%,1,"1,750",0.32,-0.3,-0.12,-0.08,17059.0,Potential Customer
17723617,35.96%,1,570,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
7937368,26.81%,2,"1,283",-0.04,0.16,-0.13,-0.08,17059.0,Potential Customer
17012435,36.14%,1,159,0.37,-0.3,-0.16,-0.08,17059.0,Potential Customer
7243642,36.22%,1,287,0.37,-0.3,-0.16,-0.08,17059.0,Potential Customer
15871846,33.94%,1,"2,966",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
6160101,26.02%,2,"2,397",-0.07,0.16,-0.1,-0.08,17059.0,Potential Customer
8153058,30.74%,1,"7,480",0.13,-0.3,0.04,-0.08,17059.0,Potential Customer
7075106,36.03%,1,499,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
11910394,35.55%,1,999,0.34,-0.3,-0.14,-0.08,17059.0,Potential Customer
10971092,36.03%,1,499,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
14225071,33.94%,1,"3,290",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
5620072,35.18%,1,"1,290",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
17978162,31.20%,1,"6,880",0.15,-0.3,0.02,-0.08,17059.0,Potential Customer
3982818,36.07%,1,319,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
18048752,35.35%,1,"1,280",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
17979527,26.67%,2,"1,100",-0.04,0.16,-0.13,-0.08,17059.0,Potential Customer
6276399,35.18%,1,"1,290",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
6631963,24.94%,2,"3,828",-0.12,0.16,-0.06,-0.08,17059.0,Potential Customer
15278963,36.04%,1,568,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
17575507,26.61%,2,"1,117",-0.04,0.16,-0.13,-0.08,17059.0,Potential Customer
15922756,0.00%,5,"2,829",-1.19,1.54,-0.09,-0.08,17059.0,Potential Customer
11204996,36.04%,1,568,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
221214,25.05%,2,"3,440",-0.11,0.16,-0.07,-0.08,17059.0,Potential Customer
11531206,34.09%,1,"2,630",0.28,-0.3,-0.09,-0.08,17059.0,Potential Customer
17733959,35.35%,1,"1,280",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
16800137,35.51%,1,890,0.34,-0.3,-0.14,-0.08,17059.0,Potential Customer
15765412,33.65%,1,"3,311",0.26,-0.3,-0.07,-0.08,17059.0,Potential Customer
17643171,26.43%,2,"1,470",-0.05,0.16,-0.12,-0.08,17059.0,Potential Customer
8535980,34.94%,1,"1,750",0.32,-0.3,-0.12,-0.08,17059.0,Potential Customer
197756,33.39%,1,"3,990",0.25,-0.3,-0.06,-0.08,17059.0,Potential Customer
17734366,35.90%,1,500,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
1630982,14.84%,3,"5,740",-0.55,0.62,-0.01,-0.08,17059.0,Potential Customer
17415955,34.63%,1,"2,190",0.3,-0.3,-0.1,-0.08,17059.0,Potential Customer
7006614,35.50%,1,774,0.34,-0.3,-0.14,-0.08,17059.0,Potential Customer
12530652,32.34%,1,"5,264",0.2,-0.3,-0.02,-0.08,17059.0,Potential Customer
8938281,33.94%,1,"2,966",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
17950750,35.35%,1,"1,280",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
17821180,36.03%,1,499,0.36,-0.3,-0.15,-0.08,17059.0,Potential Customer
8934036,33.94%,1,"3,290",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
15693852,33.94%,1,"3,290",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
190606,19.68%,1,"22,410",-0.34,-0.3,0.43,-0.08,17059.0,Potential Customer
18073835,33.94%,1,"3,290",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
15741797,25.77%,2,"2,791",-0.08,0.16,-0.09,-0.08,17059.0,Potential Customer
9101523,33.94%,1,"2,966",0.27,-0.3,-0.08,-0.08,17059.0,Potential Customer
16009520,35.35%,1,"1,280",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
14544585,24.80%,2,"3,760",-0.12,0.16,-0.06,-0.08,17059.0,Potential Customer
14072732,12.69%,3,"8,948",-0.64,0.62,0.07,-0.08,17059.0,Potential Customer
5594162,35.39%,1,"1,150",0.33,-0.3,-0.13,-0.08,17059.0,Potential Customer
9822144,26.66%,2,"1,290",-0.04,0.16,-0.13,-0.08,17059.0,Potential Customer
9156708,34.94%,1,"1,750",0.32,-0.3,-0.12,-0.08,17059.0,Potential Customer
2036072,35.05%,1,"1,299",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
8321374,23.43%,2,"5,360",-0.18,0.16,-0.02,-0.09,17188.0,Potential Customer
7972710,33.37%,1,"3,598",0.25,-0.3,-0.07,-0.09,17188.0,Potential Customer
14308130,34.83%,1,"1,499",0.31,-0.3,-0.12,-0.09,17188.0,Potential Customer
1757160,33.56%,1,"2,990",0.26,-0.3,-0.08,-0.09,17188.0,Potential Customer
15487005,33.76%,1,"3,299",0.26,-0.3,-0.08,-0.09,17188.0,Potential Customer
8272071,35.86%,1,449,0.35,-0.3,-0.15,-0.09,17188.0,Potential Customer
16817560,35.70%,1,299,0.35,-0.3,-0.15,-0.09,17188.0,Potential Customer
5826927,33.24%,1,"3,999",0.24,-0.3,-0.06,-0.09,17188.0,Potential Customer
7259520,34.75%,1,"1,690",0.31,-0.3,-0.12,-0.09,17188.0,Potential Customer
16195101,35.05%,1,"1,299",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
9366685,22.41%,2,"6,889",-0.22,0.16,0.02,-0.09,17188.0,Potential Customer
10225642,17.14%,3,"2,403",-0.45,0.62,-0.1,-0.09,17188.0,Potential Customer
17766511,35.67%,1,579,0.35,-0.3,-0.15,-0.09,17188.0,Potential Customer
11136264,35.05%,1,"1,299",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
17035721,33.24%,1,"3,999",0.24,-0.3,-0.06,-0.09,17188.0,Potential Customer
15419633,35.84%,1,641,0.35,-0.3,-0.15,-0.09,17188.0,Potential Customer
12090215,34.44%,1,"2,360",0.29,-0.3,-0.1,-0.09,17188.0,Potential Customer
14048766,30.40%,1,"7,649",0.12,-0.3,0.04,-0.09,17188.0,Potential Customer
17029981,34.88%,1,"1,680",0.31,-0.3,-0.12,-0.09,17188.0,Potential Customer
9978071,33.37%,1,"3,598",0.25,-0.3,-0.07,-0.09,17188.0,Potential Customer
12797385,34.93%,1,"1,490",0.31,-0.3,-0.12,-0.09,17188.0,Potential Customer
1605926,35.84%,1,358,0.35,-0.3,-0.15,-0.09,17188.0,Potential Customer
15370072,35.84%,1,641,0.35,-0.3,-0.15,-0.09,17188.0,Potential Customer
3680412,8.33%,4,"2,640",-0.83,1.08,-0.09,-0.09,17188.0,Potential Customer
16212934,34.44%,1,"2,360",0.29,-0.3,-0.1,-0.09,17188.0,Potential Customer
18110499,35.67%,1,449,0.35,-0.3,-0.15,-0.09,17188.0,Potential Customer
1017678,34.95%,1,"1,288",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
10672385,33.37%,1,"3,598",0.25,-0.3,-0.07,-0.09,17188.0,Potential Customer
14295937,35.05%,1,"1,299",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
15767276,0.00%,1,"48,700",-1.19,-0.3,1.13,-0.09,17188.0,Potential Customer
3935044,26.96%,2,948,-0.03,0.16,-0.14,-0.09,17188.0,Potential Customer
12717039,20.21%,2,"9,870",-0.32,0.16,0.1,-0.09,17188.0,Potential Customer
3347513,33.37%,1,"3,598",0.25,-0.3,-0.07,-0.09,17188.0,Potential Customer
14900393,25.13%,1,"14,900",-0.11,-0.3,0.23,-0.09,17188.0,Potential Customer
13161434,26.09%,2,"2,099",-0.07,0.16,-0.11,-0.09,17188.0,Potential Customer
14293834,27.01%,2,970,-0.03,0.16,-0.14,-0.09,17188.0,Potential Customer
18102387,25.13%,1,"14,900",-0.11,-0.3,0.23,-0.09,17188.0,Potential Customer
4837410,8.34%,1,"37,490",-0.83,-0.3,0.83,-0.09,17188.0,Potential Customer
3118133,35.07%,1,"1,344",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
8782326,33.67%,1,"2,977",0.26,-0.3,-0.08,-0.09,17188.0,Potential Customer
18098083,35.14%,1,"1,135",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
18064471,35.95%,1,269,0.36,-0.3,-0.16,-0.09,17188.0,Potential Customer
16569912,34.93%,1,"1,490",0.31,-0.3,-0.12,-0.09,17188.0,Potential Customer
8819475,18.15%,3,"1,326",-0.41,0.62,-0.13,-0.09,17188.0,Potential Customer
16467273,33.24%,1,"3,999",0.24,-0.3,-0.06,-0.09,17188.0,Potential Customer
5675717,26.83%,2,878,-0.03,0.16,-0.14,-0.09,17188.0,Potential Customer
3482938,35.05%,1,"1,299",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
6762208,25.58%,2,"2,589",-0.09,0.16,-0.09,-0.09,17188.0,Potential Customer
415569,25.84%,2,"2,299",-0.08,0.16,-0.1,-0.09,17188.0,Potential Customer
14492869,34.83%,1,"1,499",0.31,-0.3,-0.12,-0.09,17188.0,Potential Customer
7966965,23.52%,2,"5,491",-0.18,0.16,-0.02,-0.09,17188.0,Potential Customer
801919,35.05%,1,"1,299",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
2722716,27.27%,1,"12,000",-0.02,-0.3,0.16,-0.09,17188.0,Potential Customer
9644936,35.71%,1,360,0.35,-0.3,-0.15,-0.09,17188.0,Potential Customer
6684240,33.24%,1,"3,999",0.24,-0.3,-0.06,-0.09,17188.0,Potential Customer
10813033,35.85%,1,315,0.35,-0.3,-0.15,-0.09,17188.0,Potential Customer
17362617,32.22%,1,"4,880",0.2,-0.3,-0.03,-0.09,17188.0,Potential Customer
1736532,8.18%,4,"3,232",-0.84,1.08,-0.08,-0.09,17188.0,Potential Customer
13622069,16.81%,3,"2,970",-0.47,0.62,-0.08,-0.09,17188.0,Potential Customer
15696888,33.37%,1,"3,598",0.25,-0.3,-0.07,-0.09,17188.0,Potential Customer
3069990,0.00%,1,"48,900",-1.19,-0.3,1.13,-0.09,17188.0,Potential Customer
1199805,18.41%,3,922,-0.4,0.62,-0.14,-0.09,17188.0,Potential Customer
16456112,30.36%,1,"7,591",0.12,-0.3,0.04,-0.09,17188.0,Potential Customer
3532396,34.81%,1,"1,682",0.31,-0.3,-0.12,-0.09,17188.0,Potential Customer
16967653,35.00%,1,"1,287",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
17849668,17.51%,1,"25,490",-0.44,-0.3,0.51,-0.09,17188.0,Potential Customer
6141460,30.89%,1,"6,911",0.14,-0.3,0.02,-0.09,17188.0,Potential Customer
1743102,15.78%,3,"4,378",-0.51,0.62,-0.05,-0.09,17188.0,Potential Customer
9196259,35.05%,1,"1,299",0.32,-0.3,-0.13,-0.09,17188.0,Potential Customer
